Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
05CC901, , CYGNET LAKE NEAR SYLVAN LAKE, Discontinued, AB,52.2722,-113.969,227,2,1979,1980, True, , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CD001, , UPPER CHAIN LAKE OUTLET NEAR PONOKA, Discontinued, AB,52.6,-113.467,76.9,2,1925,1926, , True, , , Seasonal, , , CALGARY, , 
05CD003, , UPPER CHAIN LAKE NEAR PONOKA, Discontinued, AB,52.6167,-113.467,76.7,2,1925,1926, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CD004, , RED DEER RIVER NEAR NEVIS, Active, AB,52.3,-113.067,15100,16,1944,2013, , True, , , Continuous, , , CALGARY, , ALBERTA ENVIRONMENTAL PROTECTION
05CD005, , BUFFALO LAKE NEAR ERSKINE, Active, AB,52.4631,-112.882,1570,54,1965,2019, True, , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CD006, , HAYNES CREEK NEAR HAYNES, Active, AB,52.3319,-113.363,165,41,1978,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CD007, , PARLBY CREEK AT ALIX, Active, AB,52.4075,-113.196,511,36,1983,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CD902, , PARLBY CREEK NEAR MIRROR, Active, AB,52.4911,-113.104,866,38,1981,2018, True, True, , , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CD903, , SPOTTED LAKE NEAR MIRROR, Active, AB,52.4919,-113.11,856,28,1991,2018, True, , True, , Seasonal, True, , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CD905, , MIRROR BACKFLOOD AT HIGHWAY NO. 50, Active, AB,52.4625,-113.135, ,19,1997,2018, , , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CD913, , HAYNES CREEK (M1) NEAR JOFFRE, Discontinued, AB,52.4189,-113.531,24.43,11,1999,2009, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CE001, , RED DEER RIVER AT DRUMHELLER, Active, AB,51.4673,-112.711,24900,77,1915,2018, True, True, True, True, Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE002, , KNEEHILLS CREEK NEAR DRUMHELLER, Active, AB,51.4695,-112.978,2430,74,1921,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE003, , ROSEBUD RIVER AT BEYNON, Discontinued, AB,51.3333,-112.782,3990,12,1922,1936, True, True, , , Seasonal, , , CALGARY, , 
05CE004, , ROSEBUD RIVER NEAR CROSSFIELD, Discontinued, AB,51.475,-113.804,471,1,1926,1926, , True, , , Seasonal, , , CALGARY, , 
05CE005, , ROSEBUD RIVER AT REDLAND, Active, AB,51.2935,-113.011,3570,69,1951,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE006, , ROSEBUD RIVER BELOW CARSTAIRS CREEK, Active, AB,51.4158,-113.728,753,62,1957,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE007, , THREEHILLS CREEK NEAR CARBON, Active, AB,51.5645,-113.073,1080,53,1965,2018, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE008, , ATUSIS CREEK NEAR REDLAND, Discontinued, AB,51.3306,-113.054,76.9,7,1965,1971, , True, , , Seasonal, , , CALGARY, , 
05CE009, , SEVERN CREEK NEAR ROSEBUD, Discontinued, AB,51.2686,-112.948,158,6,1965,1970, , True, , , Seasonal, , , CALGARY, , 
05CE010, , RAY CREEK NEAR INNISFAIL, Active, AB,52.0012,-113.6,44.4,47,1967,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE011, , RENWICK CREEK NEAR THREE HILLS, Active, AB,51.7178,-113.361,58.9,45,1967,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE012, , GHOSTPINE CREEK NEAR HUXLEY, Active, AB,51.8959,-113.241,506,7,1967,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE013, , LONEPINE CREEK NEAR LINDEN, Discontinued, AB,51.575,-113.522,895,3,1967,1969, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CE015, , THREEHILLS CREEK NEAR TROCHU, Discontinued, AB,51.8583,-113.425,458,3,1967,1969, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CE016, , KNEEHILLS CREEK NEAR LINDEN, Discontinued, AB,51.5917,-113.514,642,3,1967,1969, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CE018, , THREEHILLS CREEK BELOW RAY CREEK, Active, AB,51.9975,-113.569,199,48,1971,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE019, , SHEEP COULEE NEAR CARSTAIRS, Discontinued, AB,51.5622,-114.036,38.3,18,1976,1993, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE020, , MICHICHI CREEK AT DRUMHELLER, Active, AB,51.4715,-112.717,1170,36,1978,2018, , True, True, True, Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CE901, , BIGELOW RESERVOIR NEAR WIMBORNE, Active, AB,51.8875,-113.464,413,36,1979,2016, True, , True, , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05CF001, , SULLIVAN LAKE NEAR SULLIVAN LAKE, Discontinued, AB,52.0444,-111.917,2000,12,1918,1930, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CF002, , DOWLING LAKE NEAR DOWLING, Discontinued, AB,51.7667,-111.994,1170,12,1957,1968, , , True, , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CG001, , BULLPOUND CREEK NEAR HUTTON, Discontinued, AB,51.1222,-111.906,1430,1,1936,1936, , True, , , Seasonal, , , CALGARY, , 
05CG002, , BULLPOUND CREEK NEAR HANNA, Discontinued, AB,51.65,-112.008,209,19,1962,1980, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CG003, , BULLPOUND CREEK NEAR THE MOUTH, Discontinued, AB,51.0983,-111.932,1470,32,1964,1995, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CG004, , BULLPOUND CREEK NEAR WATTS, Active, AB,51.6621,-112.084,200,40,1980,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CG005, , ATLAS MINE COULEE AT WESTERN MONARCH, Discontinued, AB,51.3283,-112.476,52.3,5,1982,1986, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CG006, , FISH CREEK ABOVE LITTLE FISH LAKE, Active, AB,51.3908,-112.202,118,33,1984,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CG007, , ALBERTA POWER LIMITED COOLING POND OUTLET, Active, AB,51.4271,-111.801, ,34,1985,2019, True, True, True, , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH001, , BERRY CREEK AT FORSTER'S RANCH, Discontinued, AB,50.9667,-111.75,2460,2,1911,1912, , True, , , Seasonal, , , CALGARY, , 
05CH002, , BERRY CREEK NEAR WARDLOW, Discontinued, AB,50.9072,-111.561,2790,26,1921,1953, True, True, , , Seasonal, , , CALGARY, , 
05CH003, , BERRY CREEK (EAST BRANCH) NEAR WARDLOW, Discontinued, AB,50.9089,-111.55,876,2,1922,1936, , True, , , Seasonal, , , CALGARY, , 
05CH005, , DEAD FISH CREEK NEAR HUTTON, Discontinued, AB,51.0167,-111.8,268,1,1936,1936, True, True, , , Seasonal, , , CALGARY, , 
05CH007, , BERRY CREEK NEAR THE MOUTH, Active, AB,50.8551,-111.591,3720,56,1964,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH008, , BERRY CREEK NEAR ROSE LYNN, Active, AB,51.4162,-111.496,1540,48,1967,2018, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH009, , NATURAL FLOW A NEAR POLLOCKVILLE, Discontinued, AB,51.1486,-111.797,3.5,8,1973,1980, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CH010, , BERRY CREEK NEAR POLLOCKVILLE, Discontinued, AB,51.0958,-111.681,2060,3,1981,1983, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CH011, , BERRY CREEK RESERVOIR OUTLET, Active, AB,51.2397,-111.631,1930,35,1983,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH012, , DEADFISH INFLOW CANAL NEAR CESSFORD, Discontinued, AB,51.0175,-111.817, ,13,1983,1995, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH013, , FORSTER RESERVOIR NEAR CESSFORD, Active, AB,50.9809,-111.767,330,36,1983,2019, True, , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH014, , BERRY CREEK RESERVOIR NEAR SUNNYNOOK, Active, AB,51.2552,-111.641,1900,34,1983,2019, True, , True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CH016, , BERRY CREEK BELOW DEADFISH CREEK, Discontinued, AB,50.9358,-111.766,2480,12,1984,1995, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ001, , EASTERN IRRIGATION DISTRICT NORTH BRANCH CANAL NEAR BASSANO, Discontinued, AB,50.75,-112.417, ,73,1914,2000, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ002, , C. P. R. CO. EAST BRANCH CANAL NEAR BASSANO, Discontinued, AB,50.75,-112.417, ,16,1914,1930, True, True, , , Seasonal, , , CALGARY, , CANADIAN PACIFIC RAILWAY
05CJ003, , EASTERN IRRIGATION DISTRICT EAST BRANCH CANAL NEAR LATHOM, Discontinued, AB,50.7158,-112.342, ,70,1917,2000, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ004, , EASTERN IRRIGATION DISTRICT SPRINGHILL CANAL NEAR LATHOM, Discontinued, AB,50.7222,-112.339, ,70,1917,2000, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ005, , MATZHIWIN CREEK NEAR DUCHESS, Discontinued, AB,50.8194,-111.828,2620,2,1951,1952, , True, , , Miscellaneous, , , CALGARY, , 
05CJ006, , ONETREE CREEK NEAR PATRICIA, Active, AB,50.7339,-111.689,498,69,1951,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ007, , MATZHIWIN CREEK ABOVE WARE COULEE, Discontinued, AB,50.8417,-111.929,2450,35,1954,1988, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ008, , WARE COULEE ABOVE MATZHIWIN CREEK, Discontinued, AB,50.7958,-111.782,93,35,1954,1988, True, True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CJ009, , RED DEER RIVER NEAR JENNER, Discontinued, AB,50.8439,-111.153,41000,4,1964,1967, , True, , , Continuous, , , CALGARY, , 
05CJ010, , SPRING CREEK NEAR VERGER, Discontinued, AB,50.9547,-111.958,85.2,1,1966,1966, True, True, , , Miscellaneous, , , CALGARY, , 
05CJ011, , NATURAL FLOW B NEAR PRINCESS, Discontinued, AB,50.6389,-111.506,1.99,12,1973,1984, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05CJ012, , MATZHIWIN CREEK BELOW WARE COULEE, Active, AB,50.8209,-111.829,2630,31,1989,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CK001, , BLOOD INDIAN CREEK NEAR THE MOUTH, Active, AB,50.9583,-111.06,699,55,1911,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CK002, , RED DEER RIVER NEAR EMPRESS, Discontinued, AB,50.9639,-110.028,46800,35,1917,1960, True, True, , , Continuous, , , CALGARY, , 
05CK003, , BLOOD INDIAN CREEK AT HOGARTH'S RANCH, Discontinued, AB,51.0361,-111.236,564,1,1936,1936, , True, , , Seasonal, , , CALGARY, , 
05CK004, , RED DEER RIVER NEAR BINDLOSS, Active, AB,50.9027,-110.299,47800,59,1960,2018, True, True, True, True, Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CK005, , ALKALI CREEK NEAR THE MOUTH, Active, AB,50.899,-110.508,590,57,1962,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CK006, , KENNEDY COULEE NEAR ACADIA VALLEY, Active, AB,51.0959,-110.259,939,38,1982,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05CK007, , BLOOD INDIAN CREEK NEAR CABIN LAKE, Discontinued, AB,51.0959,-111.24,321.7,27,1983,2009, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DA001, , WHITERABBIT CREEK NEAR WILSON'S RANCH, Discontinued, AB,52.1,-116.417,119,3,1915,1917, , True, , , Seasonal, , , CALGARY, , 
05DA002, , SIFFLEUR RIVER NEAR THE MOUTH, Discontinued, AB,52.0442,-116.384,515,25,1915,1996, , True, , True, Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DA003, , NORTH SASKATCHEWAN RIVER AT WILSON'S RANCH, Discontinued, AB,52.0933,-116.419,2560,3,1915,1917, , True, , , Continuous, , , CALGARY, , 
05DA004, , CLINE RIVER NEAR THE MOUTH, Discontinued, AB,52.1458,-116.5,822,4,1915,1918, , True, , , Seasonal, , , CALGARY, , 
05DA005, , MISTAYA RIVER NEAR THE MOUTH, Discontinued, AB,51.9667,-116.717,316,3,1915,1917, , True, , , Seasonal, , , CALGARY, , 
05DA006, , NORTH SASKATCHEWAN RIVER AT SASKATCHEWAN CROSSING, Discontinued, AB,51.9667,-116.725,1290,21,1950,1970, , True, , , Continuous, , , CALGARY, , 
05DA007, , MISTAYA RIVER NEAR SASKATCHEWAN CROSSING, Active, AB,51.8843,-116.689,248,66,1950,2015, , True, True, , Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DA008, , PEYTO CREEK AT PEYTO GLACIER, Discontinued, AB,51.6936,-116.536,23.6,11,1967,1977, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05DA009, , NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT, Active, AB,52.0012,-116.471,1920,48,1970,2018, , True, True, True, Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DA010, , SILVERHORN CREEK NEAR THE MOUTH, Active, AB,51.7999,-116.584,21,47,1971,2018, , True, True, , Continuous, , True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DB001, , CLEARWATER RIVER NEAR ROCKY MOUNTAIN HOUSE, Discontinued, AB,52.3444,-114.936,3220,50,1914,1975, , True, , True, Continuous, , , CALGARY, GEODETIC SURVEY OF CANADA DATUM, 
05DB002, , PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE, Active, AB,52.2739,-114.929,844,71,1922,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DB003, , CLEARWATER RIVER ABOVE LIMESTONE CREEK, Discontinued, AB,51.9917,-115.433,1340,34,1959,1992, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DB004, , PRAIRIE CREEK NEAR RANGER STATION, Discontinued, AB,52.2444,-115.301,95.6,5,1969,1973, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05DB005, , PRAIRIE CREEK BELOW LICK CREEK, Active, AB,52.2546,-115.288,208,45,1973,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DB006, , CLEARWATER RIVER NEAR DOVERCOURT, Active, AB,52.2521,-114.856,2250,43,1975,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DB007, , CLEARWATER RIVER AT FORESTRY ROAD, Discontinued, AB,51.9706,-115.239,1340,1,1992,1992, , True, , , Seasonal, , , CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
05DC001, , NORTH SASKATCHEWAN RIVER NEAR ROCKY MOUNTAIN HOUSE, Active, AB,52.3767,-114.941,11000,93,1913,2018, True, True, True, True, Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DC002, , NORTH SASKATCHEWAN RIVER AT SAUNDERS, Discontinued, AB,52.4528,-115.756,5160,36,1915,1978, True, True, , True, Seasonal, , , CALGARY, ASSUMED DATUM, 
05DC003, , MARTIN CREEK NEAR NORDEGG, Discontinued, AB,52.4667,-116.072,3.03,4,1915,1918, , True, , , Seasonal, , , CALGARY, , 
05DC004, , SHUNDA CREEK NEAR SAUNDERS, Discontinued, AB,52.4283,-115.781,283,4,1915,1918, , True, , , Seasonal, , , CALGARY, , 
05DC005, , BIGHORN RIVER NEAR THE MOUTH, Discontinued, AB,52.375,-116.292,335,4,1915,1918, , True, , , Seasonal, , , CALGARY, , 
05DC006, , RAM RIVER NEAR THE MOUTH, Active, AB,52.3686,-115.422,1850,52,1967,2018, , True, , True, Continuous, True, , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05DC007, , NORTH SASKATCHEWAN RIVER BELOW TERSHISHNER CREEK, Discontinued, AB,52.3,-116.317,3890,14,1953,1968, , True, , , Seasonal, , , CALGARY, , TRANSALTA UTILITIES CORPORATION
05DC008, , RAM RIVER AT RAM GLACIER, Discontinued, AB,51.8544,-116.191,3.73,8,1967,1974, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05DC009, , LAKE ABRAHAM NEAR NORDEGG, Active, AB,52.3078,-116.328,3890,41,1972,2012, True, , True, , Continuous, , , CALGARY, GEODETIC SURVEY OF CANADA DATUM, TRANSALTA UTILITIES CORPORATION
05DC010, , NORTH SASKATCHEWAN RIVER BELOW BIGHORN PLANT, Active, AB,52.31,-116.323,3890,42,1972,2017, True, True, , , Continuous, , , CALGARY, ASSUMED DATUM, TRANSALTA UTILITIES CORPORATION
05DC011, , NORTH RAM RIVER AT FORESTRY ROAD, Active, AB,52.283,-115.999,347,45,1975,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DC012, , BAPTISTE RIVER NEAR THE MOUTH, Active, AB,52.6638,-115.076,1350,35,1984,2018, , True, , , Continuous, , , CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05DD001, , SOUTHESK RIVER NEAR FORESTRY FORD, Discontinued, AB,52.6656,-116.874,434,1,1915,1915, , True, , , Seasonal, , , CALGARY, , 
05DD002, , BLACKSTONE RIVER NEAR GRASS MOUNTAIN, Discontinued, AB,52.7694,-116.319,780,3,1915,1917, , True, , , Seasonal, , , CALGARY, , 
05DD003, , CHUNGO CREEK NEAR THE MOUTH, Discontinued, AB,52.7,-116.483,189,3,1915,1917, , True, , , Seasonal, , , CALGARY, , 
05DD004, , BROWN CREEK AT FORESTRY ROAD, Active, AB,52.764,-116.361,219,48,1915,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DD005, , BRAZEAU RIVER BELOW BRAZEAU PLANT, Active, AB,52.9125,-115.364,5660,60,1956,2015, True, True, , , Continuous, , , CALGARY, ASSUMED DATUM, TRANSALTA UTILITIES CORPORATION
05DD006, , BRAZEAU RESERVOIR, Active, AB,52.9706,-115.58,5500,53,1961,2017, True, , True, , Continuous, , , CALGARY, GEODETIC SURVEY OF CANADA DATUM, TRANSALTA UTILITIES CORPORATION
05DD007, , BRAZEAU RIVER BELOW CARDINAL RIVER, Active, AB,52.8816,-116.556,2600,52,1961,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DD008, , CARDINAL RIVER NEAR THE MOUTH, Discontinued, AB,52.8678,-116.595,495,26,1962,1990, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, 
05DD009, , NORDEGG RIVER AT SUNCHILD ROAD, Active, AB,52.82,-115.52,876,46,1971,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE001, , NORTH SASKATCHEWAN RIVER AT ROCKY RAPIDS, Discontinued, AB,53.2153,-114.931,21800,8,1915,1922, , True, , , Seasonal, , , CALGARY, , 
05DE002, , WABAMUN LAKE AT WABAMUN, Active, AB,53.5558,-114.469,357,98,1915,2019, True, , True, , Continuous, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE003, , WABAMUN CREEK NEAR DUFFIELD, Discontinued, AB,53.4617,-114.367,513,32,1927,1995, , True, , , Seasonal, , , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE004, , WABAMUN LAKE AT SEBA BEACH, Discontinued, AB,53.5556,-114.733,355,6,1955,1960, True, , True, , Seasonal, , , CALGARY, CANADIAN NATIONAL RAILWAYS DATUM, 
05DE006, , NORTH SASKATCHEWAN RIVER NEAR LODGEPOLE, Active, AB,53.0525,-115.211,20500,41,1969,2019, True, True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE007, , ROSE CREEK NEAR ALDER FLATS, Active, AB,52.9299,-115.011,559,45,1972,2019, , True, True, , Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE008, , MODESTE CREEK NEAR BRETON, Discontinued, AB,53.1042,-114.509,374,1,1972,1972, , True, , , Seasonal, , , CALGARY, , 
05DE009, , TOMAHAWK CREEK NEAR TOMAHAWK, Active, AB,53.4058,-114.763,94.2,34,1984,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE010, , NORTH SASKATCHEWAN RIVER AT HIGHWAY NO. 759, Active, AB,53.3155,-114.758,22100,10,2007,2019, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DE911, , MODESTE CREEK NEAR LINDALE, Active, AB,53.2481,-114.706,657,20,1996,2018, , True, , , Seasonal, , , CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, ALBERTA ENVIRONMENTAL PROTECTION
05DF001, , NORTH SASKATCHEWAN RIVER AT EDMONTON, Active, AB,53.5372,-113.485,28100,106,1911,2018, True, True, True, True, Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF002, , CONJURING CREEK NEAR WIZARD LAKE, Discontinued, AB,53.1069,-113.825,34.2,7,1924,1931, , True, , , Seasonal, , , CALGARY, , 
05DF003, , BLACKMUD CREEK NEAR ELLERSLIE, Active, AB,53.4146,-113.517,643,44,1935,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF004, , STRAWBERRY CREEK NEAR THE MOUTH, Active, AB,53.3115,-114.052,592,50,1966,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF006, , WHITEMUD CREEK NEAR ELLERSLIE, Active, AB,53.4126,-113.591,330,48,1969,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF007, , WEST WHITEMUD CREEK NEAR IRETON, Active, AB,53.222,-113.691,65.4,40,1976,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF008, , WEED CREEK AT THORSBY, Active, AB,53.2338,-114.051,200,12,2005,2018, , True, True, , Seasonal, True, , CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05DF009, , WHITEMUD CREEK AT EDMONTON, Active, AB,53.483,-113.555,1110,4,2013,2018, , True, True, , Seasonal, True, , CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
05EA001, , STURGEON RIVER NEAR FORT SASKATCHEWAN, Active, AB,53.8328,-113.282,3250,98,1914,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA002, , STURGEON RIVER AT ST. ALBERT, Active, AB,53.6358,-113.627,2610,38,1913,2018, , True, True, , Seasonal, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05EA003, , STURGEON RIVER NEAR DARWELL, Discontinued, AB,53.6625,-114.618,322,6,1914,1931, , True, , , Seasonal, , , CALGARY, , 
05EA004, , STURGEON RIVER NEAR ONOWAY, Discontinued, AB,53.7328,-114.271,738,6,1914,1931, , True, , , Seasonal, , , CALGARY, , 
05EA005, , STURGEON RIVER NEAR VILLENEUVE, Active, AB,53.6553,-113.762,1890,56,1914,2018, , True, True, , Continuous, True, , CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
